reaction,biomass_type
translation_b3164,protein
translation_b3165,protein
translation_b3166,protein
translation_b3167,protein
translation_b3168,protein
translation_b3169,protein
translation_b3172,protein
translation_b3175,protein
translation_b3176,protein
translation_b3177,protein
translation_b3179,protein
translation_b3181,protein
translation_b3182,protein
translation_b3185,protein
translation_b3186,protein
translation_b3187,protein
translation_b3189,protein
translation_b3196,protein
translation_b3197,protein
translation_b3198,protein
translation_b3199,protein
translation_b3200,protein
translation_b3201,protein
translation_b3202,protein
translation_b3212,protein
translation_b3213,protein
translation_b3222,protein
translation_b3223,protein
translation_b3224,protein
translation_b3225,protein
translation_b3230,protein
translation_b3231,protein
translation_b3236,protein
translation_b3247,protein
translation_b3255,protein
translation_b3256,protein
translation_b3258,protein
translation_b3260,protein
translation_b3265,protein
translation_b3266,protein
translation_b3281,protein
translation_b3282,protein
translation_b3287,protein
translation_b3288,protein
translation_b3289,protein
translation_b3290,protein
translation_b3294,protein
translation_b3295,protein
translation_b3296,protein
translation_b3297,protein
translation_b3298,protein
translation_b3299,protein
translation_b3300,protein
translation_b3301,protein
translation_b3302,protein
translation_b3303,protein
translation_b3304,protein
translation_b3305,protein
translation_b3306,protein
translation_b3307,protein
translation_b3308,protein
translation_b3309,protein
translation_b3310,protein
translation_b3311,protein
translation_b3312,protein
translation_b3313,protein
translation_b3314,protein
translation_b3315,protein
translation_b3316,protein
translation_b3317,protein
translation_b3318,protein
translation_b3319,protein
translation_b3320,protein
translation_b3321,protein
translation_b3339,protein
translation_b3340,protein
translation_b3341,protein
translation_b3342,protein
translation_b3343,protein
translation_b3344,protein
translation_b3345,protein
translation_b3350,protein
translation_b3359,protein
translation_b3360,protein
translation_b3365,protein
translation_b3366,protein
translation_b3367,protein
translation_b3368,protein
translation_b3370,protein
translation_b3371,protein
translation_b4474,protein
translation_b3374,protein
translation_b3380,protein
translation_b3384,protein
translation_b3385,protein
translation_b3386,protein
translation_b3389,protein
translation_b3390,protein
translation_b3396,protein
translation_b3397,protein
translation_b3403,protein
translation_b3406,protein
translation_b3409,protein
translation_b3412,protein
translation_b3415,protein
translation_b3416,protein
translation_b3417,protein
translation_b3425,protein
translation_b3426,protein
translation_b3428,protein
translation_b3429,protein
translation_b3430,protein
translation_b3431,protein
translation_b3432,protein
translation_b3433,protein
translation_b4476,protein
translation_b3437,protein
translation_b3447,protein
translation_b3449,protein
translation_b3450,protein
translation_b3451,protein
translation_b3452,protein
translation_b3453,protein
translation_b3454,protein
translation_b3455,protein
translation_b3456,protein
translation_b3457,protein
translation_b3458,protein
translation_b3460,protein
translation_b3461,protein
translation_b3464,protein
translation_b3465,protein
translation_b3469,protein
translation_b3470,protein
translation_b3475,protein
translation_b3476,protein
translation_b3477,protein
translation_b3478,protein
translation_b3479,protein
translation_b3480,protein
translation_b3493,protein
translation_b3496,protein
translation_b3500,protein
translation_b3502,protein
translation_b3503,protein
translation_b3517,protein
translation_b3519,protein
translation_b3526,protein
translation_b3528,protein
translation_b3540,protein
translation_b3541,protein
translation_b3542,protein
translation_b3543,protein
translation_b3544,protein
translation_b3546,protein
translation_b3551,protein
translation_b3553,protein
translation_b3559,protein
translation_b3560,protein
translation_b3564,protein
translation_b3565,protein
translation_b3566,protein
translation_b3567,protein
translation_b3568,protein
translation_b3571,protein
translation_b3572,protein
translation_b3575,protein
translation_b3577,protein
translation_b3578,protein
translation_b3579,protein
translation_b3580,protein
translation_b3581,protein
translation_b3583,protein
translation_b3588,protein
translation_b3590,protein
translation_b3591,protein
translation_b3599,protein
translation_b3600,protein
translation_b3603,protein
translation_b3605,protein
translation_b3607,protein
translation_b3608,protein
translation_b3609,protein
translation_b3610,protein
translation_b3612,protein
translation_b3616,protein
translation_b3617,protein
translation_b3619,protein
translation_b3620,protein
translation_b3621,protein
translation_b3622,protein
translation_b3623,protein
translation_b3624,protein
translation_b3625,protein
translation_b3626,protein
translation_b3627,protein
translation_b3628,protein
translation_b3629,protein
translation_b3630,protein
translation_b3631,protein
translation_b3632,protein
translation_b3633,protein
translation_b3634,protein
translation_b3636,protein
translation_b3637,protein
translation_b3639,protein
translation_b3640,protein
translation_b3642,protein
translation_b3643,protein
translation_b3648,protein
translation_b3649,protein
translation_b3650,protein
translation_b3651,protein
translation_b3653,protein
translation_b3654,protein
translation_b3665,protein
translation_b3666,protein
translation_b3670,protein
translation_b3671,protein
translation_b3679,protein
translation_b3691,protein
translation_b4478,protein
translation_b4477,protein
translation_b3693,protein
translation_b3703,protein
translation_b3704,protein
translation_b3705,protein
translation_b3706,protein
translation_b3708,protein
translation_b3709,protein
translation_b3714,protein
translation_b3722,protein
translation_b3725,protein
translation_b3726,protein
translation_b3727,protein
translation_b3728,protein
translation_b3729,protein
translation_b3730,protein
translation_b3731,protein
translation_b3732,protein
translation_b3733,protein
translation_b3734,protein
translation_b3735,protein
translation_b3736,protein
translation_b3737,protein
translation_b3738,protein
translation_b3739,protein
translation_b3740,protein
translation_b3741,protein
translation_b3744,protein
translation_b3747,protein
translation_b3748,protein
translation_b3749,protein
translation_b3750,protein
translation_b3751,protein
translation_b3752,protein
translation_b3770,protein
translation_b3771,protein
translation_b3772,protein
translation_b3774,protein
translation_b3779,protein
translation_b3780,protein
translation_b3781,protein
translation_b3783,protein
translation_b3784,protein
translation_b3785,protein
translation_b3786,protein
translation_b3787,protein
translation_b3788,protein
translation_b3789,protein
translation_b3790,protein
translation_b3791,protein
translation_b3792,protein
translation_b4481,protein
translation_b3793,protein
translation_b3794,protein
translation_b3803,protein
translation_b3804,protein
translation_b3805,protein
translation_b3806,protein
translation_b3807,protein
translation_b3809,protein
translation_b3816,protein
translation_b3821,protein
translation_b3823,protein
translation_b3824,protein
translation_b3825,protein
translation_b3826,protein
translation_b3829,protein
translation_b3831,protein
translation_b3833,protein
translation_b3835,protein
translation_b3836,protein
translation_b3838,protein
translation_b3839,protein
translation_b3843,protein
translation_b3844,protein
translation_b3845,protein
translation_b3846,protein
translation_b3849,protein
translation_b3850,protein
translation_b3856,protein
translation_b3857,protein
translation_b3860,protein
translation_b3867,protein
translation_b3870,protein
translation_b3875,protein
translation_b3882,protein
translation_b3892,protein
translation_b3893,protein
translation_b3894,protein
translation_b3902,protein
translation_b3903,protein
translation_b3904,protein
translation_b3907,protein
translation_b3908,protein
translation_b3909,protein
translation_b3915,protein
translation_b3916,protein
translation_b3917,protein
translation_b3918,protein
translation_b3919,protein
translation_b3924,protein
translation_b3925,protein
translation_b3926,protein
translation_b3927,protein
translation_b3930,protein
translation_b3936,protein
translation_b3939,protein
translation_b3940,protein
translation_b3941,protein
translation_b3942,protein
translation_b3945,protein
translation_b3946,protein
translation_b3951,protein
translation_b3952,protein
translation_b3956,protein
translation_b3957,protein
translation_b3958,protein
translation_b3959,protein
translation_b3960,protein
translation_b3962,protein
translation_b3965,protein
translation_b3966,protein
translation_b3967,protein
translation_b3972,protein
translation_b3974,protein
translation_b3980,protein
translation_b3981,protein
translation_b3982,protein
translation_b3983,protein
translation_b3984,protein
translation_b3985,protein
translation_b3986,protein
translation_b3987,protein
translation_b3988,protein
translation_b3990,protein
translation_b3991,protein
translation_b4407,protein
translation_b3992,protein
translation_b3993,protein
translation_b3994,protein
translation_b3996,protein
translation_b3997,protein
translation_b4005,protein
translation_b4006,protein
translation_b4013,protein
translation_b4014,protein
translation_b4015,protein
translation_b4019,protein
translation_b4022,protein
translation_b4024,protein
translation_b4025,protein
translation_b4031,protein
translation_b4032,protein
translation_b4033,protein
translation_b4034,protein
translation_b4035,protein
translation_b4036,protein
translation_b4039,protein
translation_b4040,protein
translation_b4041,protein
translation_b4042,protein
translation_b4049,protein
translation_b4053,protein
translation_b4054,protein
translation_b4055,protein
translation_b4067,protein
translation_b4069,protein
translation_b4070,protein
translation_b4071,protein
translation_b4072,protein
translation_b4073,protein
translation_b4077,protein
translation_b4079,protein
translation_b4084,protein
translation_b4085,protein
translation_b4086,protein
translation_b4087,protein
translation_b4088,protein
translation_b4090,protein
translation_b4094,protein
translation_b4111,protein
translation_b4115,protein
translation_b4117,protein
translation_b4119,protein
translation_b4120,protein
translation_b4122,protein
translation_b4123,protein
translation_b4129,protein
translation_b4130,protein
translation_b4131,protein
translation_b4132,protein
translation_b4136,protein
translation_b4138,protein
translation_b4139,protein
translation_b4142,protein
translation_b4143,protein
translation_b4151,protein
translation_b4152,protein
translation_b4153,protein
translation_b4154,protein
translation_b4160,protein
translation_b4161,protein
translation_b4162,protein
translation_b4166,protein
translation_b4169,protein
translation_b4171,protein
translation_b4177,protein
translation_b4180,protein
translation_b4192,protein
translation_b4193,protein
translation_b4194,protein
translation_b4195,protein
translation_b4196,protein
translation_b4197,protein
translation_b4198,protein
translation_b4200,protein
translation_b4202,protein
translation_b4203,protein
translation_b4208,protein
translation_b4213,protein
translation_b4214,protein
translation_b4219,protein
translation_b4226,protein
translation_b4227,protein
translation_b4485,protein
translation_b4230,protein
translation_b4231,protein
translation_b4232,protein
translation_b4233,protein
translation_b4237,protein
translation_b4238,protein
translation_b4239,protein
translation_b4240,protein
translation_b4242,protein
translation_b4244,protein
translation_b4245,protein
translation_b4254,protein
translation_b4258,protein
translation_b4260,protein
translation_b4261,protein
translation_b4262,protein
translation_b4265,protein
translation_b4266,protein
translation_b4267,protein
translation_b4268,protein
translation_b4287,protein
translation_b4288,protein
translation_b4289,protein
translation_b4290,protein
translation_b4291,protein
translation_b4293,protein
translation_b4301,protein
translation_b4311,protein
translation_b4321,protein
translation_b4322,protein
translation_b4323,protein
translation_b4356,protein
translation_b4358,protein
translation_b4367,protein
translation_b4371,protein
translation_b4374,protein
translation_b4375,protein
translation_b4381,protein
translation_b4382,protein
translation_b4383,protein
translation_b4384,protein
translation_b4386,protein
translation_b4388,protein
translation_b4390,protein
translation_b4392,protein
translation_b4394,protein
translation_b4395,protein
translation_dummy,protein
dummy_protein_to_mass,unmodeled_protein
formation_ACETYL-COA-CARBOXYLMULTI-CPLX_mod_btn,prosthetic_group
formation_ACETOLACTSYNI-CPLX_mod_mg2_mod_fad_mod_thmpp,prosthetic_group
formation_PABASYN-CPLX_mod_mg2,prosthetic_group
formation_2OXOGLUTARATEDEH-CPLX_mod_mg2_mod_lipo,prosthetic_group
formation_ANTHRANSYN-CPLX_mod_mg2,prosthetic_group
formation_ANTHRANSYN-CPLX_mod_cobalt2,prosthetic_group
formation_ANTHRANSYN-CPLX_mod_fe2,prosthetic_group
formation_ASPCARBTRANS-CPLX_mod_zn2,prosthetic_group
formation_ATPSYN-CPLX_mod_mg2,prosthetic_group
formation_CARBPSYN-CPLX_mod_mg2,prosthetic_group
formation_CARBPSYN-CPLX_mod_mn2,prosthetic_group
formation_CARBPSYN-CPLX_mod_cobalt2,prosthetic_group
formation_CARBPSYN-CPLX_mod_cd2,prosthetic_group
formation_CARBPSYN-CPLX_mod_zn2,prosthetic_group
formation_APP-UBIOX-CPLX_mod_pheme_mod_hemed,prosthetic_group
formation_CYT-D-UBIOX-CPLX_mod_pheme_mod_hemed,prosthetic_group
formation_DIMESULFREDUCT-CPLX_mod_bmocogdp,prosthetic_group
formation_ETHAMLY-CPLX_mod_adocbl,prosthetic_group
formation_SULFITE-REDUCT-CPLX_mod_4fe4s_mod_sheme_mod_fmn_mod_fad,prosthetic_group
formation_FORMATEDEHYDROGO-CPLX_mod_bmocogdp,prosthetic_group
formation_FORMATEDEHYDROGN-CPLX_mod_bmocogdp,prosthetic_group
formation_HYDROG3-CPLX_mod_ni2,prosthetic_group
formation_FUMARATE-REDUCTASE_mod_1:pheme_mod_3fe4s_mod_4fe4s_mod_fad_mod_2fe2s,prosthetic_group
formation_ANGLYC3PDEHYDROG-CPLX_mod_fmn,prosthetic_group
formation_GLUTAMATESYN-CPLX_mod_fe2_mod_fad,prosthetic_group
formation_FORMHYDROGI-CPLX_mod_ni2_mod_4fe4s,prosthetic_group
formation_FORMHYDROG2-CPLX_mod_ni2_mod_fe2,prosthetic_group
formation_NADH-DHI-CPLX_mod_2fe2s_mod_4fe4s_mod_fmn,prosthetic_group
formation_NITRITREDUCT-CPLX_mod_2fe2s_mod_fad_mod_sheme,prosthetic_group
formation_PYRUVATEDEH-CPLX_mod_mg2_mod_fad_mod_thmpp_mod_lipo,prosthetic_group
formation_Phe_RS_tetra_mod_mg2,prosthetic_group
formation_SUCC-DEHASE_mod_3fe4s_mod_fad_mod_2fe2s_mod_4fe4s,prosthetic_group
formation_LTARTDEHYDRA-CPLX_mod_4fe4s,prosthetic_group
formation_TMAOREDUCTI-CPLX_mod_bmocogdp,prosthetic_group
formation_TRYPSYN_mod_pydx5p,prosthetic_group
formation_CPLX0-1762_mod_fad_mod_2fe2s,prosthetic_group
formation_AAS-MONOMER_mod_mg2,prosthetic_group
formation_CPLX0-1_mod_fad,prosthetic_group
formation_RIBONUCLEOSIDE-DIP-REDUCTI-CPLX_mod_mg2_mod_fe2,prosthetic_group
formation_CPLX0-301_mod_mn2,prosthetic_group
formation_PHOSGLYCMUTASE_mod_23bpg,prosthetic_group
formation_PPPGPPHYDRO-CPLX_mod_nh4_mod_mg2,prosthetic_group
formation_CPLX0-7630_mod_ca2,prosthetic_group
formation_ALPHA-AMYL-PERI-MONOMER_mod_ca2,prosthetic_group
formation_G6437-MONOMER_mod_ca2_mod_pqq,prosthetic_group
formation_GLYCPDIESTER-PERI-CPLX_mod_ca2,prosthetic_group
formation_DIACYLGLYKIN-CPLX_mod_cd2_mod_zn2_mod_mg2_mod_mn2_mod_cobalt2,prosthetic_group
formation_AROB-MONOMER_mod_cobalt2_mod_nad,prosthetic_group
formation_EG11817-MONOMER_mod_cobalt2,prosthetic_group
formation_EG11957-MONOMER_mod_cobalt2,prosthetic_group
formation_CPLX0-7625_mod_cobalt2,prosthetic_group
formation_CPLX0-7622_mod_4fe4s,prosthetic_group
formation_LSERINEDEAM1-MONOMER_mod_4fe4s,prosthetic_group
formation_LSERINEDEAM2-MONOMER_mod_4fe4s,prosthetic_group
formation_G6886-MONOMER_mod_cu2,prosthetic_group
formation_METHYLENETHFREDUCT-CPLX_mod_fad,prosthetic_group
formation_UDHA-CPLX_mod_fad,prosthetic_group
formation_ADHE-CPLX_mod_fe2,prosthetic_group
formation_AROF-CPLX_mod_2:fe2,prosthetic_group
formation_AROG-CPLX_mod_fe2,prosthetic_group
formation_GALACTARDEHYDRA-MONOMER_mod_fe2,prosthetic_group
formation_GALACTURIDYLYLTRANS-CPLX_mod_fe2_mod_zn2,prosthetic_group
formation_CPLX0-227_mod_fe2,prosthetic_group
formation_LACTALDREDUCT-CPLX_mod_fe2,prosthetic_group
formation_SUPEROX-DISMUTFE-CPLX_mod_fe3,prosthetic_group
formation_AROC-CPLX_mod_fmnh2,prosthetic_group
formation_AROC-CPLX_mod_fadh2,prosthetic_group
formation_CFA-CPLX_mod_hco3,prosthetic_group
formation_CPLX0-7882_mod_hco3,prosthetic_group
formation_RHAMNULPALDOL-CPLX_mod_k_mod_zn2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:k_mod_1:mg2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:k_mod_1:mn2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:k_mod_1:cobalt2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:k_mod_1:zn2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:k_mod_1:cd2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:k_mod_1:ni2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:k_mod_1:ca2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:nh4_mod_1:mg2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:nh4_mod_1:mn2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:nh4_mod_1:cobalt2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:nh4_mod_1:zn2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:nh4_mod_1:cd2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:nh4_mod_1:ni2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:nh4_mod_1:ca2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:tl_mod_1:mg2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:tl_mod_1:mn2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:tl_mod_1:cobalt2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:tl_mod_1:zn2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:tl_mod_1:cd2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:tl_mod_1:ni2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:tl_mod_1:ca2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:cs_mod_1:mg2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:cs_mod_1:mn2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:cs_mod_1:cobalt2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:cs_mod_1:zn2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:cs_mod_1:cd2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:cs_mod_1:ni2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:cs_mod_1:ca2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:LI_mod_1:mg2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:LI_mod_1:mn2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:LI_mod_1:cobalt2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:LI_mod_1:zn2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:LI_mod_1:cd2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:LI_mod_1:ni2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:LI_mod_1:ca2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:na1_mod_1:mg2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:na1_mod_1:mn2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:na1_mod_1:cobalt2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:na1_mod_1:zn2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:na1_mod_1:cd2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:na1_mod_1:ni2,prosthetic_group
formation_S-ADENMETSYN-CPLX_mod_4:na1_mod_1:ca2,prosthetic_group
formation_PKI-COMPLEX_mod_mg2_mod_k,prosthetic_group
formation_PKI-COMPLEX_mod_mn2_mod_k,prosthetic_group
formation_PKII-CPLX_mod_mg2_mod_k,prosthetic_group
formation_PKII-CPLX_mod_mn2_mod_k,prosthetic_group
formation_PANTOATE-BETA-ALANINE-LIG-CPLX_mod_mg2_mod_k,prosthetic_group
formation_PANTOATE-BETA-ALANINE-LIG-CPLX_mod_mg2_mod_nh4,prosthetic_group
formation_PANTOATE-BETA-ALANINE-LIG-CPLX_mod_mn2_mod_k,prosthetic_group
formation_PANTOATE-BETA-ALANINE-LIG-CPLX_mod_mn2_mod_nh4,prosthetic_group
formation_HOMOSERKIN-CPLX_mod_k_mod_mg2,prosthetic_group
formation_AIRS-CPLX_mod_k_mod_mg2,prosthetic_group
formation_CPLX0-322_mod_k_mod_mg2,prosthetic_group
formation_CPLX0-7647_mod_k_mod_mg2,prosthetic_group
formation_UDP-NACMURALA-GLU-LIG-MONOMER_mod_k_mod_mg2,prosthetic_group
formation_G6986-MONOMER_mod_k_mod_mg2,prosthetic_group
formation_NADH-DHII-MONOMER_mod_mg2_mod_cu_mod_fad,prosthetic_group
formation_ARGDECARBOXBIO-CPLX_mod_mg2_mod_4:pydx5p,prosthetic_group
formation_PYRUVOXID-CPLX_mod_mg2_mod_thmpp_mod_fad,prosthetic_group
formation_PEPCARBOXYKIN-MONOMER_mod_mg2,prosthetic_group
formation_PEPCARBOXYKIN-MONOMER_mod_ca2,prosthetic_group
formation_PEPCARBOXYKIN-MONOMER_mod_mn2,prosthetic_group
formation_HEMEOSYN-MONOMER_mod_mg2,prosthetic_group
formation_HEMEOSYN-MONOMER_mod_ca2,prosthetic_group
formation_GLY3KIN-MONOMER_mod_mg2,prosthetic_group
formation_GLY3KIN-MONOMER_mod_cobalt2,prosthetic_group
formation_GLY3KIN-MONOMER_mod_mn2,prosthetic_group
formation_GLY3KIN-MONOMER_mod_fe2,prosthetic_group
formation_GLY3KIN-MONOMER_mod_ca2,prosthetic_group
formation_PD04413_mod_mg2,prosthetic_group
formation_PD04413_mod_mn2,prosthetic_group
formation_PD04413_mod_ca2,prosthetic_group
formation_PD04413_mod_zn2,prosthetic_group
formation_PD04413_mod_cu2,prosthetic_group
formation_PD04413_mod_cd2,prosthetic_group
formation_PD04413_mod_cobalt2,prosthetic_group
formation_PD04413_mod_ni2,prosthetic_group
formation_NUCLEOSIDE-DIP-KIN-CPLX_mod_mg2,prosthetic_group
formation_NUCLEOSIDE-DIP-KIN-CPLX_mod_mn2,prosthetic_group
formation_NUCLEOSIDE-DIP-KIN-CPLX_mod_ca2,prosthetic_group
formation_FOLXTET-CPLX_mod_mg2,prosthetic_group
formation_FOLXTET-CPLX_mod_mn2,prosthetic_group
formation_FOLXTET-CPLX_mod_ca2,prosthetic_group
formation_ADENYLYLSULFKIN-CPLX_mod_mg2,prosthetic_group
formation_ADENYLYLSULFKIN-CPLX_mod_mn2,prosthetic_group
formation_ADENYLYLSULFKIN-CPLX_mod_cobalt2,prosthetic_group
formation_ADENYLYLSULFKIN-CPLX_mod_cd2,prosthetic_group
formation_ASPARTASE-CPLX_mod_mg2,prosthetic_group
formation_ASPARTASE-CPLX_mod_mn2,prosthetic_group
formation_ASPARTASE-CPLX_mod_cobalt2,prosthetic_group
formation_CPLX0-7712_mod_mg2,prosthetic_group
formation_CPLX0-7712_mod_mn2,prosthetic_group
formation_NAD-SYNTH-CPLX_mod_mg2,prosthetic_group
formation_NAD-SYNTH-CPLX_mod_mn2,prosthetic_group
formation_ADENPRIBOSYLTRAN-CPLX_mod_mg2,prosthetic_group
formation_ADENPRIBOSYLTRAN-CPLX_mod_mn2,prosthetic_group
formation_GLYCEROL-KIN-CPLX_mod_mg2,prosthetic_group
formation_GLYCEROL-KIN-CPLX_mod_mn2,prosthetic_group
formation_HOLO-ACP-SYNTH-CPLX_mod_mg2,prosthetic_group
formation_HOLO-ACP-SYNTH-CPLX_mod_mn2,prosthetic_group
formation_ISOCIT-LYASE_mod_mg2,prosthetic_group
formation_ISOCIT-LYASE_mod_mn2,prosthetic_group
formation_FPPSYN-MONOMER_mod_mg2,prosthetic_group
formation_FPPSYN-MONOMER_mod_mn2,prosthetic_group
formation_G6954-MONOMER_mod_mg2,prosthetic_group
formation_G6954-MONOMER_mod_mn2,prosthetic_group
formation_EG11829-MONOMER_mod_mg2,prosthetic_group
formation_EG11829-MONOMER_mod_mn2,prosthetic_group
formation_IMIDHISTID-CPLX_mod_mg2,prosthetic_group
formation_AROK-MONOMER_mod_mg2,prosthetic_group
formation_AROK-MONOMER_mod_mn2,prosthetic_group
formation_AROK-MONOMER_mod_cobalt2,prosthetic_group
formation_AROK-MONOMER_mod_fe2,prosthetic_group
formation_AROK-MONOMER_mod_ca2,prosthetic_group
formation_AROK-MONOMER_mod_k,prosthetic_group
formation_AROL-MONOMER_mod_mg2,prosthetic_group
formation_AROL-MONOMER_mod_mn2,prosthetic_group
formation_AROL-MONOMER_mod_cobalt2,prosthetic_group
formation_AROL-MONOMER_mod_fe2,prosthetic_group
formation_AROL-MONOMER_mod_ca2,prosthetic_group
formation_AROL-MONOMER_mod_k,prosthetic_group
formation_6PFK-2-CPX_mod_mg2,prosthetic_group
formation_CPLX0-1622_mod_mg2,prosthetic_group
formation_ACETATEKINA-MONOMER_mod_mg2,prosthetic_group
formation_GLUCARDEHYDRA-MONOMER_mod_mg2,prosthetic_group
formation_GMP-SYN-CPLX_mod_mg2,prosthetic_group
formation_1-PFK_mod_mg2,prosthetic_group
formation_3-METHYL-2-OXOBUT-OHCH3XFER-CPLX_mod_mg2,prosthetic_group
formation_ACETYLGLUTKIN-CPLX_mod_mg2,prosthetic_group
formation_ACYLCOASYN-CPLX_mod_mg2,prosthetic_group
formation_ADENYLOSUCCINATE-SYN-DIMER_mod_mg2,prosthetic_group
formation_APHA-CPLX_mod_mg2,prosthetic_group
formation_ASNSYNA-CPLX_mod_mg2,prosthetic_group
formation_ASNSYNB-CPLX_mod_mg2,prosthetic_group
formation_COADTRI-CPLX_mod_mg2,prosthetic_group
formation_CPLX0-1021_mod_mg2,prosthetic_group
formation_CPLX0-1221_mod_mg2,prosthetic_group
formation_GTP-CYCLOHYDRO-II-CPLX_mod_mg2,prosthetic_group
formation_Trp_RS_dim_mod_mg2,prosthetic_group
formation_UDP-NACMUR-ALA-LIG-MONOMER_mod_mg2,prosthetic_group
formation_EG11736-MONOMER_mod_mg2,prosthetic_group
formation_THI-P-KIN-MONOMER_mod_mg2,prosthetic_group
formation_PGPPHOSPHAA-MONOMER_mod_mg2,prosthetic_group
formation_ADENYL-KIN-MONOMER_mod_mg2,prosthetic_group
formation_ENTC-MONOMER_mod_mg2,prosthetic_group
formation_NICONUCADENYLYLTRAN-MONOMER_mod_mg2,prosthetic_group
formation_PHOSPHOGLUCMUT-MONOMER_mod_mg2,prosthetic_group
formation_GALACTOKIN-MONOMER_mod_mg2,prosthetic_group
formation_EG11239-MONOMER_mod_mg2,prosthetic_group
formation_G6425-MONOMER_mod_mg2,prosthetic_group
formation_TETRAACYLDISACC4KIN-MONOMER_mod_mg2,prosthetic_group
formation_CPM-KDOSYNTH-MONOMER_mod_mg2,prosthetic_group
formation_DTMPKI-MONOMER_mod_mg2,prosthetic_group
formation_THIKIN-MONOMER_mod_mg2,prosthetic_group
formation_G6880-MONOMER_mod_mg2,prosthetic_group
formation_EG10943-MONOMER_mod_mg2,prosthetic_group
formation_H2NEOPTERINP3PYROPHOSPHOHYDRO-MONOMER_mod_mg2,prosthetic_group
formation_ArgS_mono_mod_mg2,prosthetic_group
formation_TREHALOSEPHOSPHASYN-MONOMER_mod_mg2,prosthetic_group
formation_PHOSPHAGLYPSYN-MONOMER_mod_mg2,prosthetic_group
formation_DTDPGLUCOSEPP-MONOMER_mod_mg2,prosthetic_group
formation_UDK-MONOMER_mod_mg2,prosthetic_group
formation_O-SUCCINYLBENZOATE-COA-SYN-MONOMER_mod_mg2,prosthetic_group
formation_EG10534-MONOMER_mod_mg2,prosthetic_group
formation_EG10983-MONOMER_mod_mg2,prosthetic_group
formation_FGAMSYN-MONOMER_mod_mg2,prosthetic_group
formation_GLUTCYSLIG-MONOMER_mod_mg2,prosthetic_group
formation_G7408-MONOMER_mod_mg2,prosthetic_group
formation_FUCULOKIN-MONOMER_mod_mg2,prosthetic_group
formation_G7496-MONOMER_mod_mg2,prosthetic_group
formation_MALSYNG-MONOMER_mod_mg2,prosthetic_group
formation_GLYCPDIESTER-CYTO-MONOMER_mod_mg2,prosthetic_group
formation_DEOXYGLUCONOKIN-MONOMER_mod_mg2,prosthetic_group
formation_GLCNACPTRANS-MONOMER_mod_mg2,prosthetic_group
formation_ADENYLATECYC-MONOMER_mod_mg2,prosthetic_group
formation_EG11470-MONOMER_mod_mg2,prosthetic_group
formation_RHAMNULOKIN-MONOMER_mod_mg2,prosthetic_group
formation_DMK-MONOMER_mod_mg2,prosthetic_group
formation_THIE-MONOMER_mod_mg2,prosthetic_group
formation_4OHBENZOATE-OCTAPRENYLTRANSFER-MONOMER_mod_mg2,prosthetic_group
