reaction,biomass_type
transcription_TU0_36422_from_RpoD_mono,mRNA
transcription_TU0_14520_with_TERM53_from_RpoD_mono,mRNA
transcription_TU00448_with_TERM52_from_RpoD_mono,mRNA
transcription_TU0_8001_from_RpoD_mono,mRNA
transcription_TU00041_from_RPOH_MONOMER,mRNA
transcription_TU0_5564_from_RpoD_mono,mRNA
transcription_TU523_from_RpoD_mono,mRNA
transcription_TU0_1421_from_RpoD_mono,mRNA
transcription_TU0_14339_from_RpoD_mono,mRNA
transcription_TU00312_with_TERM0_1145_from_RPOS_MONOMER,mRNA
transcription_TU0_13802_from_RpoD_mono,mRNA
transcription_TU0_6636_with_TERM70_from_RpoD_mono,mRNA
transcription_TU00197_from_RpoD_mono,mRNA
transcription_TU0_13555_from_RpoD_mono,mRNA
transcription_TU00111_from_RpoD_mono,mRNA
transcription_TU0_13499_from_RpoD_mono,mRNA
transcription_TU0_1881_from_RpoD_mono,mRNA
transcription_TU862_from_RpoD_mono,mRNA
transcription_TU0_8021_from_RpoD_mono,mRNA
transcription_TU_8385_from_RPOE_MONOMER,mRNA
transcription_TU00449_with_TERM51_from_RpoD_mono,mRNA
transcription_TU0_14412_from_RpoD_mono,mRNA
transcription_TU0_6646_with_TERM88_from_RpoD_mono,mRNA
transcription_TU00042_from_RpoD_mono,mRNA
transcription_TU0_14521_with_TERM0223_from_RpoD_mono,mRNA
transcription_TU0_14521_with_TERM0222_from_RpoD_mono,mRNA
transcription_TU524_from_RpoD_mono,mRNA
transcription_TU524_with_TERM165_from_RpoD_mono,mRNA
transcription_TU0_8489_from_RpoD_mono,mRNA
transcription_TU00198_from_RpoD_mono,mRNA
transcription_TU00198_from_RPOS_MONOMER,mRNA
transcription_TU00112_from_RpoD_mono,mRNA
transcription_TU0_14340_from_RpoD_mono,mRNA
transcription_TU00313_from_RpoD_mono,mRNA
transcription_TU0_5568_from_RpoD_mono,mRNA
transcription_TU0_12965_from_RpoD_mono,mRNA
transcription_TU0_14210_from_RpoD_mono,mRNA
transcription_TU0_8864_from_RpoD_mono,mRNA
transcription_TU863_from_RpoD_mono,mRNA
transcription_TU0_1921_from_RpoD_mono,mRNA
transcription_TU0_12842_from_RpoD_mono,mRNA
transcription_TU00450_with_TERM51_from_RpoD_mono,mRNA
transcription_TU00043_from_RpoD_mono,mRNA
transcription_TU00262_from_RpoD_mono,mRNA
transcription_TU0_12894_from_RpoD_mono,mRNA
transcription_TU525_from_RpoD_mono,mRNA
transcription_TU525_with_TERM165_from_RpoD_mono,mRNA
transcription_TU0_14413_from_RpoD_mono,mRNA
transcription_TU00199_from_RpoD_mono,mRNA
transcription_TU0_13100_from_RpoD_mono,mRNA
transcription_TU0_14523_from_RpoD_mono,mRNA
transcription_TU0_8061_from_RpoD_mono,mRNA
transcription_TU0_3644_from_RpoD_mono,mRNA
transcription_TU00314_with_PRMAT1_from_RpoD_mono,mRNA
transcription_TU0_1962_from_RpoD_mono,mRNA
transcription_TU0_13805_from_RpoD_mono,mRNA
transcription_TU0_14622_from_RpoD_mono,mRNA
transcription_TU0_13727_from_RpoD_mono,mRNA
transcription_TU0_5581_from_RpoD_mono,mRNA
transcription_TU0_8865_from_RpoD_mono,mRNA
transcription_TU0_13860_from_RpoD_mono,mRNA
transcription_TU00044_from_RpoD_mono,mRNA
transcription_TU0_13557_from_RpoD_mono,mRNA
transcription_TU526_with_TERM165_from_RpoD_mono,mRNA
transcription_TU0_3645_from_RPON_MONOMER,mRNA
transcription_TU0_8081_from_RpoD_mono,mRNA
transcription_TU00200_from_RpoD_mono,mRNA
transcription_TU00522_with_TERM01021_from_RPOS_MONOMER,mRNA
transcription_TU00522_with_TERM01021_from_RpoD_mono,mRNA
transcription_TU00114_from_RPON_MONOMER,mRNA
transcription_TU0_14414_from_RpoD_mono,mRNA
transcription_TU0_6649_from_RpoD_mono,mRNA
transcription_TU0_5601_with_TERM85_from_RpoD_mono,mRNA
transcription_TU0_8491_from_RpoD_mono,mRNA
transcription_TU00315_from_RPOS_MONOMER,mRNA
transcription_TU00315_from_RpoD_mono,mRNA
transcription_TU0_3721_from_RpoD_mono,mRNA
transcription_TU0_14159_from_RpoD_mono,mRNA
transcription_TU0_8781_from_RpoD_mono,mRNA
transcription_TU0_13428_from_RpoD_mono,mRNA
transcription_TU0_14288_from_RpoD_mono,mRNA
transcription_TU0_8082_from_RPOS_MONOMER,mRNA
transcription_TU0_8082_from_RpoD_mono,mRNA
transcription_TU00045_from_RpoD_mono,mRNA
transcription_TU0_14625_from_RpoD_mono,mRNA
transcription_TU541_from_RpoD_mono,mRNA
transcription_TU541_from_RPOS_MONOMER,mRNA
transcription_TU0_13667_from_RPOH_MONOMER,mRNA
transcription_TU0_6650_from_RpoD_mono,mRNA
transcription_TU00201_from_RpoD_mono,mRNA
transcription_TU00523_with_TERM01021_from_RpoD_mono,mRNA
transcription_TU00115_from_RpoD_mono,mRNA
transcription_TU0_3723_from_RPOS_MONOMER,mRNA
transcription_TU0_3723_from_RpoD_mono,mRNA
transcription_TU_8389_with_TERM1_from_RpoD_mono,mRNA
transcription_TU0_14415_from_RpoD_mono,mRNA
transcription_TU0_14525_from_RpoD_mono,mRNA
transcription_TU0_8492_from_RpoD_mono,mRNA
transcription_TU0_8083_with_TERM0902_from_RpoD_mono,mRNA
transcription_TU00316_from_RpoD_mono,mRNA
transcription_TU0_14740_from_RpoD_mono,mRNA
transcription_TU0_13807_from_RpoD_mono,mRNA
transcription_TU0_6651_with_TERM165_from_RpoD_mono,mRNA
transcription_TU00046_from_RpoD_mono,mRNA
transcription_TU0_8782_from_RpoD_mono,mRNA
transcription_TU00391_with_TERM0_1145_from_RPOS_MONOMER,mRNA
transcription_TU0_3741_from_RpoD_mono,mRNA
transcription_TU00202_from_RPOS_MONOMER,mRNA
transcription_TU00202_from_RpoD_mono,mRNA
transcription_TU0_2001_from_RpoD_mono,mRNA
transcription_TU00524_from_RpoD_mono,mRNA
transcription_TU0_13103_from_RpoD_mono,mRNA
transcription_TU0_14015_from_RpoD_mono,mRNA
transcription_TU00116_from_RpoD_mono,mRNA
transcription_TU0_14290_from_RpoD_mono,mRNA
transcription_TU869_from_RpoD_mono,mRNA
transcription_TU0_8084_with_TERM0924_from_RpoD_mono,mRNA
transcription_TU00265_with_TERM081_from_RpoD_mono,mRNA
transcription_TU_8390_with_TERM1_from_RpoD_mono,mRNA
transcription_TU0_3841_from_RpoD_mono,mRNA
transcription_TU0_14527_with_TERM0_1143_from_RpoD_mono,mRNA
transcription_TU0_14741_from_RpoD_mono,mRNA
transcription_TU0_8493_from_RpoD_mono,mRNA
transcription_TU00454_from_RpoD_mono,mRNA
transcription_TU0_13559_from_RpoD_mono,mRNA
transcription_TU00047_from_RpoD_mono,mRNA
transcription_TU00203_with_TERM4_from_RpoD_mono,mRNA
transcription_TU0_13104_from_RpoD_mono,mRNA
transcription_TU00117_from_RpoD_mono,mRNA
transcription_TU0_8101_from_RpoD_mono,mRNA
transcription_TU0_3862_from_RPOS_MONOMER,mRNA
transcription_TU0_2041_from_RpoD_mono,mRNA
transcription_TU0_6653_with_AROF_TYRA_TERMINATOR_from_RpoD_mono,mRNA
transcription_TU870_with_TERM202_from_RpoD_mono,mRNA
transcription_TU0_12846_from_RpoD_mono,mRNA
transcription_TU0_14291_from_RpoD_mono,mRNA
transcription_TU00266_from_RpoD_mono,mRNA
transcription_TU_8391_from_RPOE_MONOMER,mRNA
transcription_TU0_8628_from_RpoD_mono,mRNA
transcription_TU0_14629_from_RpoD_mono,mRNA
transcription_TU00455_from_RpoD_mono,mRNA
transcription_TU00048_from_RpoD_mono,mRNA
transcription_TU0_8494_from_RpoD_mono,mRNA
transcription_TU0_13195_from_RpoD_mono,mRNA
transcription_TU0_3882_from_RPOS_MONOMER,mRNA
transcription_TU0_8121_with_TERM0941_from_RpoD_mono,mRNA
transcription_TU0_2042_with_TERM0703_from_RpoD_mono,mRNA
transcription_TU00204_from_RpoD_mono,mRNA
transcription_TU00527_from_RpoD_mono,mRNA
transcription_TU0_14215_from_RpoD_mono,mRNA
transcription_TU0_14076_from_RpoD_mono,mRNA
transcription_TU00320_from_RpoD_mono,mRNA
transcription_TU0_13809_from_RpoD_mono,mRNA
transcription_TU0_6654_with_TERM86_from_RpoD_mono,mRNA
transcription_TU0_14162_from_RpoD_mono,mRNA
transcription_TU0_8784_from_RpoD_mono,mRNA
transcription_TU0_14744_from_RpoD_mono,mRNA
transcription_TU871_from_RpoD_mono,mRNA
transcription_TU0_3901_from_RPOS_MONOMER,mRNA
transcription_TU0_13373_from_RpoD_mono,mRNA
transcription_TU0_12900_from_RPOH_MONOMER,mRNA
transcription_TU0_2081_from_RpoD_mono,mRNA
transcription_TU0_8629_from_RpoD_mono,mRNA
transcription_TU0_8143_from_RPOS_MONOMER,mRNA
transcription_TU00049_with_OMPC_TERMINATOR_from_RpoD_mono,mRNA
transcription_TU00267_from_RpoD_mono,mRNA
transcription_TU0_5782_from_RpoD_mono,mRNA
transcription_TU_8392_from_RPOE_MONOMER,mRNA
transcription_TU546_from_RPOS_MONOMER,mRNA
transcription_TU0_13196_from_RpoD_mono,mRNA
transcription_TU0_6657_with_RPLT_T2_from_RpoD_mono,mRNA
transcription_TU101_from_RpoD_mono,mRNA
transcription_TU00205_with_GUSAT1_from_RpoD_mono,mRNA
transcription_TU0_14292_from_RPOE_MONOMER,mRNA
transcription_TU0_14529_from_RpoD_mono,mRNA
transcription_TU0_14745_from_RpoD_mono,mRNA
transcription_TU0_14630_from_RPOS_MONOMER,mRNA
transcription_TU0_14630_from_RpoD_mono,mRNA
transcription_TU0_2082_from_RpoD_mono,mRNA
transcription_TU00321_from_RpoD_mono,mRNA
transcription_TU0_8787_from_RpoD_mono,mRNA
transcription_TU0_5843_from_RpoD_mono,mRNA
transcription_TU0_14216_from_RpoD_mono,mRNA
transcription_TU0_14018_from_RpoD_mono,mRNA
transcription_TU00457_from_RpoD_mono,mRNA
transcription_TU0_13672_from_RpoD_mono,mRNA
transcription_TU0_6658_with_TERM5_from_RpoD_mono,mRNA
transcription_TU872_from_RpoD_mono,mRNA
transcription_TU00050_from_RpoD_mono,mRNA
transcription_TU0_14746_from_RpoD_mono,mRNA
transcription_TU0_3963_from_RpoD_mono,mRNA
transcription_TU00206_from_RpoD_mono,mRNA
transcription_TU102_from_RpoD_mono,mRNA
transcription_TU00268_from_RpoD_mono,mRNA
transcription_TU00120_from_RpoD_mono,mRNA
transcription_TU0_5881_from_RpoD_mono,mRNA
transcription_TU0_14293_from_RpoD_mono,mRNA
transcription_TU0_14078_from_RpoD_mono,mRNA
transcription_TU00322_from_RPON_MONOMER,mRNA
transcription_TU0_6660_with_TERM86_from_RpoD_mono,mRNA
transcription_TU0_14631_from_RpoD_mono,mRNA
transcription_TU0_14631_from_RPOS_MONOMER,mRNA
transcription_TU0_13620_from_RpoD_mono,mRNA
transcription_TU0_14749_from_RpoD_mono,mRNA
transcription_TU0_13037_from_RpoD_mono,mRNA
transcription_TU0_5901_with_TERM0541_from_RpoD_mono,mRNA
transcription_TU0_8874_from_RpoD_mono,mRNA
transcription_TU0_13199_from_RpoD_mono,mRNA
transcription_TU0_14217_from_RpoD_mono,mRNA
transcription_TU873_from_RpoD_mono,mRNA
transcription_TU103_with_TERM7_from_RpoD_mono,mRNA
transcription_TU0_8147_from_RPOS_MONOMER,mRNA
transcription_TU00269_from_RpoD_mono,mRNA
transcription_TU0_14531_with_TERM52_from_RpoD_mono,mRNA
transcription_TU0_14750_from_RpoD_mono,mRNA
transcription_TU0_12902_from_RpoD_mono,mRNA
transcription_TU0_5903_with_TERM0541_from_RPON_MONOMER,mRNA
transcription_TU0_13038_from_RpoD_mono,mRNA
transcription_TU0_14080_from_RpoD_mono,mRNA
transcription_TU00460_from_RpoD_mono,mRNA
transcription_TU00323_from_RpoD_mono,mRNA
transcription_TU0_13735_from_RpoD_mono,mRNA
transcription_TU00052_from_RpoD_mono,mRNA
transcription_TU564_from_RpoD_mono,mRNA
transcription_TU00396_from_RPOS_MONOMER,mRNA
transcription_TU0_4001_from_RPOS_MONOMER,mRNA
transcription_TU0_8148_from_RPOS_MONOMER,mRNA
transcription_TU0_2302_from_RpoD_mono,mRNA
transcription_TU104_with_TERM7_from_RpoD_mono,mRNA
transcription_TU00208_from_RpoD_mono,mRNA
transcription_TU00122_from_RpoD_mono,mRNA
transcription_TU0_13674_from_RpoD_mono,mRNA
transcription_TU874_from_RpoD_mono,mRNA
transcription_TU00270_from_RpoD_mono,mRNA
transcription_TU0_2342_from_RpoD_mono,mRNA
transcription_TU00461_from_RpoD_mono,mRNA
transcription_TU0_8149_with_TERM0961_from_RpoD_mono,mRNA
transcription_TU0_5964_from_RpoD_mono,mRNA
transcription_TU565_from_RpoD_mono,mRNA
transcription_TU00324_from_RpoD_mono,mRNA
transcription_TU0_14166_from_RpoD_mono,mRNA
transcription_TU121_with_TERM7_from_RpoD_mono,mRNA
transcription_TU00209_from_RpoD_mono,mRNA
transcription_TU0_13736_from_RpoD_mono,mRNA
transcription_TU0_14759_from_RpoD_mono,mRNA
transcription_TU00123_from_RpoD_mono,mRNA
transcription_TU0_901_from_RpoD_mono,mRNA
transcription_TU0_4141_from_RPOE_MONOMER,mRNA
transcription_TU0_2402_from_RpoD_mono,mRNA
transcription_TU0_13675_from_RpoD_mono,mRNA
transcription_TU875_from_RpoD_mono,mRNA
transcription_TU0_14633_from_RPOS_MONOMER,mRNA
transcription_TU0_14633_from_RpoD_mono,mRNA
transcription_TU0_5981_from_RpoD_mono,mRNA
transcription_TU_8397_from_RPOE_MONOMER,mRNA
transcription_TU00054_from_RpoD_mono,mRNA
transcription_TU0_13204_from_RpoD_mono,mRNA
transcription_TU122_with_TERM7_from_RpoD_mono,mRNA
transcription_TU00124_from_RPOS_MONOMER,mRNA
transcription_TU00325_from_RpoD_mono,mRNA
transcription_TU0_5982_from_RpoD_mono,mRNA
transcription_TU0_8791_from_RpoD_mono,mRNA
transcription_TU0_13908_from_RpoD_mono,mRNA
transcription_TU0_8161_from_RpoD_mono,mRNA
transcription_TU0_14021_from_RpoD_mono,mRNA
transcription_TU0_6687_with_VALS_from_RpoD_mono,mRNA
transcription_TU876_from_RpoD_mono,mRNA
transcription_TU0_4146_from_RPOE_MONOMER,mRNA
transcription_TU0_2421_from_RpoD_mono,mRNA
transcription_TU00055_from_RpoD_mono,mRNA
transcription_TU0_6_from_RpoD_mono,mRNA
transcription_TU_8398_from_RPOE_MONOMER,mRNA
transcription_TU582_with_TERM168_from_RpoD_mono,mRNA
transcription_TU0_14634_with_TERM0924_from_RpoD_mono,mRNA
transcription_TU123_with_TERM7_from_RpoD_mono,mRNA
transcription_TU00125_from_RpoD_mono,mRNA
transcription_TU0_8181_from_RPOS_MONOMER,mRNA
transcription_TU0_4161_with_TERM0161_from_RPOE_MONOMER,mRNA
transcription_TU00326_from_RPON_MONOMER,mRNA
transcription_TU0_2422_from_RpoD_mono,mRNA
transcription_TU0_8563_from_RpoD_mono,mRNA
transcription_TU0_6702_from_RpoD_mono,mRNA
transcription_TU0_13738_from_RpoD_mono,mRNA
transcription_TU0_13512_from_RpoD_mono,mRNA
transcription_TU0_8726_from_RpoD_mono,mRNA
transcription_TU0_941_from_RpoD_mono,mRNA
transcription_TU877_from_RpoD_mono,mRNA
transcription_TU00056_from_RpoD_mono,mRNA
transcription_TU583_with_TERM168_from_RpoD_mono,mRNA
transcription_TU0_13206_from_RpoD_mono,mRNA
transcription_TU0_4181_from_RpoD_mono,mRNA
transcription_TU0_8182_from_RpoD_mono,mRNA
transcription_TU00212_from_RpoD_mono,mRNA
transcription_TU00126_from_RpoD_mono,mRNA
transcription_TU0_6021_from_RpoD_mono,mRNA
transcription_TU0_14764_from_RpoD_mono,mRNA
transcription_TU0_14536_from_RpoD_mono,mRNA
transcription_TU0_8501_from_RpoD_mono,mRNA
transcription_TU0_8564_from_RpoD_mono,mRNA
transcription_TU0_4182_from_RpoD_mono,mRNA
transcription_TU0_8793_from_RpoD_mono,mRNA
transcription_TU00057_from_RpoD_mono,mRNA
transcription_TU0_6042_from_RpoD_mono,mRNA
transcription_TU00213_from_RpoD_mono,mRNA
transcription_TU0_13268_from_RpoD_mono,mRNA
transcription_TU0_4183_from_RPOE_MONOMER,mRNA
transcription_TU0_6043_from_RpoD_mono,mRNA
transcription_TU0_14537_from_RpoD_mono,mRNA
transcription_TU0_8502_from_RpoD_mono,mRNA
transcription_TU0_14354_from_RpoD_mono,mRNA
transcription_TU00467_from_RpoD_mono,mRNA
transcription_TU0_13818_from_RpoD_mono,mRNA
transcription_TU00058_from_RpoD_mono,mRNA
transcription_TU586_with_TERM061_from_RpoD_mono,mRNA
transcription_TU586_with_TERM061_from_RPOS_MONOMER,mRNA
transcription_TU0_13209_from_RPOS_MONOMER,mRNA
transcription_TU0_4184_from_RPOE_MONOMER,mRNA
transcription_TU00214_with_TERM68_from_RpoD_mono,mRNA
transcription_TU0_13975_from_RpoD_mono,mRNA
transcription_TU00128_from_RpoD_mono,mRNA
transcription_TU0_13680_from_RpoD_mono,mRNA
transcription_TU0_13625_from_RpoD_mono,mRNA
transcription_TU0_1201_from_RpoD_mono,mRNA
transcription_TU0_6843_from_RpoD_mono,mRNA
transcription_TU0_4187_from_RpoD_mono,mRNA
transcription_TU0_12908_from_RpoD_mono,mRNA
transcription_TU0_14538_from_RpoD_mono,mRNA
transcription_TU00468_with_TERM64_from_RpoD_mono,mRNA
transcription_TU0_6223_with_TERM86_from_RpoD_mono,mRNA
transcription_TU587_with_TERM169_from_RPON_MONOMER,mRNA
transcription_TU0_13210_from_RpoD_mono,mRNA
transcription_TU0_14355_from_RpoD_mono,mRNA
transcription_TU00329_from_RPOH_MONOMER,mRNA
transcription_TU0_13819_from_RpoD_mono,mRNA
transcription_TU00215_from_RpoD_mono,mRNA
transcription_TU0_13741_from_RpoD_mono,mRNA
transcription_TU0_8795_with_TERM0_1065_from_RpoD_mono,mRNA
transcription_TU00129_from_RpoD_mono,mRNA
transcription_TU0_13440_from_RPOS_MONOMER,mRNA
transcription_TU0_13440_from_RpoD_mono,mRNA
transcription_TU0_8221_from_RpoD_mono,mRNA
transcription_TU0_963_from_RpoD_mono,mRNA
transcription_TU0_963_from_RPOS_MONOMER,mRNA
transcription_TU0_6861_from_RpoD_mono,mRNA
transcription_TU0_12856_from_RpoD_mono,mRNA
transcription_TU0_8730_from_RpoD_mono,mRNA
transcription_TU00277_with_TERM59_from_RpoD_mono,mRNA
transcription_TU_8407_from_RpoD_mono,mRNA
transcription_TU00469_from_RpoD_mono,mRNA
transcription_TU0_14439_from_RpoD_mono,mRNA
transcription_TU00060_from_RpoD_mono,mRNA
transcription_TU592_from_RpoD_mono,mRNA
transcription_TU0_13211_from_RpoD_mono,mRNA
transcription_TU0_8504_from_RpoD_mono,mRNA
transcription_TU00216_from_RpoD_mono,mRNA
transcription_TU00130_from_RpoD_mono,mRNA
transcription_TU0_14356_from_RpoD_mono,mRNA
transcription_TU0_14091_from_RpoD_mono,mRNA
transcription_TU00331_from_RpoD_mono,mRNA
transcription_TU0_6281_from_RpoD_mono,mRNA
transcription_TU0_6881_from_RpoD_mono,mRNA
transcription_TU0_13441_from_RpoD_mono,mRNA
transcription_TU0_8568_from_RpoD_mono,mRNA
transcription_TU0_964_from_RpoD_mono,mRNA
transcription_TU0_14638_from_RpoD_mono,mRNA
transcription_TU00470_from_RpoD_mono,mRNA
transcription_TU00061_from_RpoD_mono,mRNA
transcription_TU00278_from_RpoD_mono,mRNA
transcription_TU0_14443_from_RpoD_mono,mRNA
transcription_TU0_6882_from_RpoD_mono,mRNA
transcription_TU164_from_RpoD_mono,mRNA
transcription_TU0_14224_from_RpoD_mono,mRNA
transcription_TU00218_from_RpoD_mono,mRNA
transcription_TU0_13627_from_RpoD_mono,mRNA
transcription_TU00131_from_RpoD_mono,mRNA
transcription_TU0_8505_from_RpoD_mono,mRNA
transcription_TU0_13569_from_RpoD_mono,mRNA
transcription_TU00332_from_RpoD_mono,mRNA
transcription_TU0_4201_from_RpoD_mono,mRNA
transcription_TU0_8800_from_RpoD_mono,mRNA
transcription_TU0_13743_from_RpoD_mono,mRNA
transcription_TU0_6884_from_RpoD_mono,mRNA
transcription_TU0_965_from_RpoD_mono,mRNA
transcription_TU00471_with_TERM42_from_EG11355_MONOMER,mRNA
transcription_TU0_13683_from_RpoD_mono,mRNA
transcription_TU601_from_RpoD_mono,mRNA
transcription_TU0_13213_from_RpoD_mono,mRNA
transcription_TU0_14640_with_TERM0741_from_RPOS_MONOMER,mRNA
transcription_TU0_14640_with_TERM0741_from_RpoD_mono,mRNA
transcription_TU0_4202_from_RpoD_mono,mRNA
transcription_TU0_2521_from_RpoD_mono,mRNA
transcription_TU0_13119_from_RpoD_mono,mRNA
transcription_TU00219_from_RpoD_mono,mRNA
transcription_TU00132_from_RpoD_mono,mRNA
transcription_TU0_14445_from_RpoD_mono,mRNA
transcription_TU0_14225_from_RpoD_mono,mRNA
transcription_TU00333_from_RpoD_mono,mRNA
transcription_TU0_8506_from_RPOH_MONOMER,mRNA
transcription_TU0_6885_from_RpoD_mono,mRNA
transcription_TU0_8802_from_RpoD_mono,mRNA
transcription_TU0_4204_from_RPOE_MONOMER,mRNA
transcription_TU0_13915_from_RpoD_mono,mRNA
transcription_TU0_2562_with_TERM081_from_RpoD_mono,mRNA
transcription_TU0_13049_from_RpoD_mono,mRNA
transcription_TU00472_with_TERM43_from_RpoD_mono,mRNA
transcription_TU0_13443_from_RpoD_mono,mRNA
transcription_TU0_14029_from_RpoD_mono,mRNA
transcription_TU00001_from_RpoD_mono,mRNA
transcription_TU602_from_RpoD_mono,mRNA
transcription_TU0_6886_from_RpoD_mono,mRNA
transcription_TU00133_from_RpoD_mono,mRNA
transcription_TU0_14642_with_TERM0_1111_from_RpoD_mono,mRNA
transcription_TU0_8243_with_TERM01001_from_RpoD_mono,mRNA
transcription_TU00334_with_TERM0_1151_from_RpoD_mono,mRNA
transcription_TU00334_from_RpoD_mono,mRNA
transcription_TU_8412_from_RpoD_mono,mRNA
transcription_TU0_2581_with_TERM0101_from_RpoD_mono,mRNA
transcription_TU0_8804_from_RpoD_mono,mRNA
transcription_TU0_14226_from_RpoD_mono,mRNA
transcription_TU0_14302_from_RpoD_mono,mRNA
transcription_TU0_6401_from_RpoD_mono,mRNA
transcription_TU0_14547_from_RpoD_mono,mRNA
transcription_TU0_6921_from_RPOS_MONOMER,mRNA
transcription_TU0_14175_from_RpoD_mono,mRNA
transcription_TU00064_from_RpoD_mono,mRNA
transcription_TU0_13215_from_RpoD_mono,mRNA
transcription_TU0_13444_from_RpoD_mono,mRNA
transcription_TU0_13519_from_RpoD_mono,mRNA
transcription_TU0_4221_from_RPOE_MONOMER,mRNA
transcription_TU00221_from_RpoD_mono,mRNA
transcription_TU00134_from_RpoD_mono,mRNA
transcription_TU0_6403_with_TERM0_1041_from_RpoD_mono,mRNA
transcription_TU0_13386_from_RpoD_mono,mRNA
transcription_TU0_14783_from_RPON_MONOMER,mRNA
transcription_TU00335_with_TERM82_from_RpoD_mono,mRNA
transcription_TU0_6941_from_RpoD_mono,mRNA
transcription_TU0_8805_from_RpoD_mono,mRNA
transcription_TU_8414_from_RPOE_MONOMER,mRNA
transcription_TU0_2621_from_RpoD_mono,mRNA
transcription_TU0_6404_from_RpoD_mono,mRNA
transcription_TU621_from_RpoD_mono,mRNA
transcription_TU0_13824_from_RpoD_mono,mRNA
transcription_TU221_with_TERM5_from_RPON_MONOMER,mRNA
transcription_TU0_14176_from_RpoD_mono,mRNA
transcription_TU0_13918_from_RpoD_mono,mRNA
transcription_TU00222_from_EG11355_MONOMER,mRNA
transcription_TU00135_from_RpoD_mono,mRNA
transcription_TU00336_with_TERM0641_from_RpoD_mono,mRNA
transcription_TU0_13980_from_RpoD_mono,mRNA
transcription_TU0_8806_from_RpoD_mono,mRNA
transcription_TU0_6405_with_VALS_from_RpoD_mono,mRNA
transcription_TU0_14644_from_RpoD_mono,mRNA
transcription_TU00475_with_TERM53_from_RpoD_mono,mRNA
transcription_TU0_14228_from_RpoD_mono,mRNA
transcription_TU641_with_AROPT1_from_RpoD_mono,mRNA
transcription_TU0_13573_from_RpoD_mono,mRNA
transcription_TU0_2649_from_RpoD_mono,mRNA
transcription_TU241_from_RpoD_mono,mRNA
transcription_TU00223_with_TERM0_1048_from_RPOH_MONOMER,mRNA
transcription_TU0_14364_from_RpoD_mono,mRNA
transcription_TU0_14099_from_RpoD_mono,mRNA
transcription_TU0_6407_from_RpoD_mono,mRNA
transcription_TU00337_from_RpoD_mono,mRNA
transcription_TU0_8807_from_RpoD_mono,mRNA
transcription_TU0_14032_from_RpoD_mono,mRNA
transcription_TU00004_from_RpoD_mono,mRNA
transcription_TU0_2661_from_RPOS_MONOMER,mRNA
transcription_TU0_14786_from_RPON_MONOMER,mRNA
transcription_TU00476_with_OMPC_TERMINATOR_from_RpoD_mono,mRNA
transcription_TU00067_with_TERM0_1154_from_RpoD_mono,mRNA
transcription_TU00067_from_RpoD_mono,mRNA
transcription_TU0_6408_from_RPOS_MONOMER,mRNA
transcription_TU0_13218_from_RpoD_mono,mRNA
transcription_TU0_14229_from_RpoD_mono,mRNA
transcription_TU00224_from_RpoD_mono,mRNA
transcription_TU0_14550_from_RpoD_mono,mRNA
transcription_TU00137_with_TERM55_from_RpoD_mono,mRNA
transcription_TU00137_with_TERM56_from_RpoD_mono,mRNA
transcription_TU0_8510_from_RpoD_mono,mRNA
transcription_TU00338_from_RpoD_mono,mRNA
transcription_TU0_4287_from_RPOE_MONOMER,mRNA
transcription_TU0_14787_from_RPON_MONOMER,mRNA
transcription_TU0_6409_from_RpoD_mono,mRNA
transcription_TU00005_from_RpoD_mono,mRNA
transcription_TU00477_with_OMPC_TERMINATOR_from_RpoD_mono,mRNA
transcription_TU0_12789_from_RpoD_mono,mRNA
transcription_TU25_with_TERM0461_from_RpoD_mono,mRNA
transcription_TU00225_from_RpoD_mono,mRNA
transcription_TU_8421_from_RPOE_MONOMER,mRNA
transcription_TU00138_with_TERM21_from_RPOS_MONOMER,mRNA
transcription_TU0_14454_from_RPOE_MONOMER,mRNA
transcription_TU0_6422_from_RpoD_mono,mRNA
transcription_TU00339_with_TERM85_from_RpoD_mono,mRNA
transcription_TU0_14551_from_RpoD_mono,mRNA
transcription_TU0_7001_with_TERM0703_from_RpoD_mono,mRNA
transcription_TU0_13335_from_RpoD_mono,mRNA
transcription_TU0_14103_from_RpoD_mono,mRNA
transcription_TU0_4343_from_RpoD_mono,mRNA
transcription_TU0_13921_from_RpoD_mono,mRNA
transcription_TU00006_from_RpoD_mono,mRNA
transcription_TU0_7002_with_TERM82_from_RpoD_mono,mRNA
transcription_TU26_with_TERM0461_from_RpoD_mono,mRNA
transcription_TU0_12790_from_RpoD_mono,mRNA
transcription_TU00226_from_RpoD_mono,mRNA
transcription_TU0_14792_from_RPON_MONOMER,mRNA
transcription_TU0_12864_from_RpoD_mono,mRNA
transcription_TU0_14306_from_RpoD_mono,mRNA
transcription_TU00340_from_RpoD_mono,mRNA
transcription_TU0_6425_from_RpoD_mono,mRNA
transcription_TU0_14552_from_RpoD_mono,mRNA
transcription_TU0_8740_from_RpoD_mono,mRNA
transcription_TU00479_with_TERM0322_from_RpoD_mono,mRNA
transcription_TU67_from_RpoD_mono,mRNA
transcription_TU0_14793_from_RPON_MONOMER,mRNA
transcription_TU00411_from_RPOH_MONOMER,mRNA
transcription_TU0_4403_from_RPON_MONOMER,mRNA
transcription_TU0_2741_from_RpoD_mono,mRNA
transcription_TU0_13127_from_RpoD_mono,mRNA
transcription_TU00227_with_TERM0461_from_RpoD_mono,mRNA
